id,original_text,published_date,label
mg_5e88f24fe4dc73425ee8b3fd_11541817196785,"新的新冠狀病毒可能很多天都沒有感染跡象，如何知道他/她是否被感染。 等到他們發燒和/或咳嗽並去醫院的時候，肺通常纖維化程度為50％，為時已晚！

台灣專家提供了一個簡單的自我檢查，我們每天早晨都可以這樣做：

深呼吸，屏住呼吸10秒鐘以上。 如果您成功完成了治療而沒有咳嗽、不適、鼻塞或緊繃等現象，則表明肺部沒有纖維化，基本上表明沒有感染。

在關鍵時刻，請每天早晨在乾淨的環境中進行自我檢查！

日本醫生治療COVID-19病例的嚴重建議。 每個人都應確保嘴和喉嚨濕潤，切勿乾燥。至少每15分鐘喝幾口水。為什麼？即使病毒進入您的嘴裡，喝水或其他液體也會通過食道將其沖洗掉並進入胃中。一旦進入肚子...您的胃酸將殺死所有病毒。如果您不經常喝足夠的水，則該病毒會進入您的氣管並進入LUNGS。那很危險。
請發給家人，朋友和每個人分享！保重每一個人，使世界盡快從新冠病毒中恢復過來。
願所有人~
平安、健康、幸福、快樂",2020/3/5,11
mg_5e88f24fe4dc73425ee8c501_11544605257976,"SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous.  Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.
請閱讀：收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f24fe4dc73425ee8cc2e_11542113502414,"新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f24fe4dc73425ee8d989_11544610186614,"請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點! 世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f250e4dc73425ee8dc0f_11545348975730,"請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。",2020/3/5,11
mg_5e88f250e4dc73425ee8df0e_11543456544079,"新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f253e4dc73425ee8e4dc_11541594295760,"收到消息：新的NCP冠狀病毒可能很多天都沒有顯示出感染的跡象，如何知道他/她是否被感染。 等到他們發燒和/或咳嗽並去醫院的時候，肺通常纖維化程度為50％，為時已晚！

 台灣專家提供了一個簡單的自我檢查，我們每天早晨都可以這樣做：

 深呼吸，屏住呼吸10秒鐘以上。 如果您成功完成了治療而沒有咳嗽，沒有不適，鼻塞或緊繃等現象，則表明肺部沒有纖維化，基本上表明沒有感染。

 在關鍵時刻，請每天早晨在乾淨的環境中進行自我檢查！

 日本醫生治療COVID-19病例的嚴重建議。 每個人都應確保您的嘴和喉嚨濕潤，切勿乾燥。 至少每15分鐘喝幾口水。 為什麼？ 即使病毒進入您的嘴裡，喝水或其他液體也會通過食道將其沖洗掉並進入胃中。 一旦進入肚子...您的胃酸將殺死所有病毒。 如果您不經常喝足夠的水，則該病毒會進入您的氣管並進入LUNGS。 那很危險。
請發送和與家人，朋友和每個人分享有關此！ 保重每一個人，使世界盡快從日冕病毒中恢復過來。 願所有人幸福快樂🙏",2020/3/5,11
mg_5e88f253e4dc73425ee8ed1e_11542975024615,"新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！請大家注意，世界可能很快就會從冠狀病毒中康復。願一切都好幸福，。",2020/3/5,11
mg_5e88f253e4dc73425ee8fe83_11543468569738,"請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25be4dc73425ee933f9_11545543357910,"請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25be4dc73425ee938fe_11542020989943,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25be4dc73425ee939f3_11543636992097,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25be4dc73425ee93c29_11544996565359,"僅供參考：
新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！請大家注意，世界可能很快就會從冠狀病毒中康復。願一切都好幸福",2020/3/5,11
mg_5e88f25be4dc73425ee93df2_11541632523243,"     新型冠狀病毒19在感染初期可能沒有任何症狀，在這樣情況下我們也無法知道自己是否感染。等到有咳嗽、發燒等臨床症狀後去醫院的話，50%肺部已經纖維化了。所以等有臨床症狀後去醫院就已經晚了。

臺灣專家提供了每天早上簡單自檢的方法。

深呼吸後，憋氣10秒種以上，如果沒有咳嗽、不適、胸悶的現象的話，說明肺部沒有纖維化。即沒有感染。

建議大家每天通過這樣小小的努力，為自己作一個診斷~

還有日本專家對新型冠狀病毒提供非常有用的忠告。所有人不要使口和喉嚨處在乾燥的狀態，每15分鐘喝口水是非常有益的，因為即使病毒從口進入到了喉部，通過喝水或其他飲料，讓病毒通過食道進入胃裡。胃裡有胃酸，病毒進到胃裡會被胃酸致死。不經常喝水的話，病毒會通過器官（通過呼吸道）進到肺部的話情況就很危險了。
",2020/3/5,11
mg_5e88f25be4dc73425ee94827_11541729954485,"新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25be4dc73425ee953d8_11543619395839,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25be4dc73425ee9618a_11542397813589,"新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！請大家注意，世界可能很快就會從冠狀病毒中康復。願一切都好幸福，。",2020/3/5,11
mg_5e88f25be4dc73425ee96341_11542753799241,"新型冠狀病毒在感染初期可能沒有任何症狀，在這樣情況下我們也無法知道自己是否感染。等到有咳嗽、發燒等臨床症狀後去醫院的話，50%肺部已經纖維化了。所以等有臨床症狀後去醫院就已經晚了。
1)
臺灣專家提供了每天早上簡單自檢的方法。

深呼吸後，憋氣10秒種以上，如果沒有咳嗽、不適、胸悶的現象的話，說明肺部沒有纖維化。即沒有感染。

建議大家每天通過這樣小小的努力，為自己作一個診斷~~~~~~~~~~~
2)
還有日本專家對新型冠狀病毒提供非常有用的忠告。所有人不要使口和喉嚨處在乾燥的狀態，每15分鐘喝口水是非常有益的，因為即使病毒從口進入到了喉部，通過喝水或其他飲料，讓病毒通過食道進入胃裡。胃裡有胃酸，病毒進到胃裡會被胃酸致死。不經常喝水的話，病毒會通過器官（通過呼吸道）進到肺部的話情況就很危險了。

請把這個資訊與家人，朋友分享！",2020/3/5,11
mg_5e88f25ce4dc73425ee96868_11545985557091,"新型冠狀病毒19在感染初期可能沒有任何症狀，在這樣情況下我們也無法知道自己是否感染。等到有咳嗽、發燒等臨床症狀後去醫院的話，50%肺部已經纖維化了。所以等有臨床症狀後去醫院就已經晚了。

臺灣專家提供了每天早上簡單自檢的方法。

深呼吸後，憋氣10秒種以上，如果沒有咳嗽、不適、胸悶的現象的話，說明肺部沒有纖維化。即沒有感染。

建議大家每天通過這樣小小的努力，為自己作一個診斷~

還有日本專家對新型冠狀病毒提供非常有用的忠告。所有人不要使口和喉嚨處在乾燥的狀態，每15分鐘喝口水是非常有益的，因為即使病毒從口進入到了喉部，通過喝水或其他飲料，讓病毒通過食道進入胃裡。胃裡有胃酸，病毒進到胃裡會被胃酸致死。不經常喝水的話，病毒會通過器官（通過呼吸道）進到肺部的話情況就很危險了。

情把這個資訊與家人分享！",2020/3/5,11
mg_5e88f25ce4dc73425ee978a2_11545671353073,"請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25ce4dc73425ee97e30_11544555719774,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
mg_5e88f25fe4dc73425ee99267_11544583698214,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/5,11
